,date,name,pos_percentage,voters_count,url
5085,2021-03-25,Sid Meier's Civilization® VI: Portugal Pack,41.0,55.0,https://store.steampowered.com/app/1478300/Sid_Meiers_Civilization_VI_Portugal_Pack/?snr=1_7_7_240_150_6
5086,2021-03-25,Sentience,80.0,65.0,https://store.steampowered.com/app/1352540/Sentience/?snr=1_7_7_240_150_6
5087,2021-03-25,Sentience,80.0,65.0,https://store.steampowered.com/app/1352540/Sentience/?snr=1_7_7_240_150_12
5088,2021-03-25,Empires in Ruins,80.0,71.0,https://store.steampowered.com/app/604510/Empires_in_Ruins/?snr=1_7_7_240_150_6
5089,2021-03-25,Empires in Ruins,80.0,71.0,https://store.steampowered.com/app/604510/Empires_in_Ruins/?snr=1_7_7_240_150_54
5090,2021-03-25,Black Legend,64.0,95.0,https://store.steampowered.com/app/1094730/Black_Legend/?snr=1_7_7_240_150_6
5091,2021-03-25,The Last Divinity,81.0,183.0,https://store.steampowered.com/app/1359320/The_Last_Divinity/?snr=1_7_7_240_150_6
5092,2021-03-25,Sub Rosa,82.0,1999.0,https://store.steampowered.com/app/272230/Sub_Rosa/?snr=1_7_7_240_150_6
5093,2021-03-25,Dorfromantik,97.0,4516.0,https://store.steampowered.com/app/1455840/Dorfromantik/?snr=1_7_7_240_150_6
5094,2021-03-25,Dorfromantik,97.0,4516.0,https://store.steampowered.com/app/1455840/Dorfromantik/?snr=1_7_7_240_150_12
5095,2021-03-25,Ministry of Pandemic,,,https://store.steampowered.com/app/1516560/Ministry_of_Pandemic/?snr=1_7_7_240_150_6
5096,2021-03-25,Pax Nova - Frostborn DLC,,,https://store.steampowered.com/app/1582050/Pax_Nova__Frostborn_DLC/?snr=1_7_7_240_150_6
5097,2021-03-25,Hunting Simulator 2: A Ranger's Life,,,https://store.steampowered.com/app/1491100/Hunting_Simulator_2_A_Rangers_Life/?snr=1_7_7_240_150_6
5098,2021-03-25,Cat's Life Jigsaw Puzzles,,,https://store.steampowered.com/app/1568190/Cats_Life_Jigsaw_Puzzles/?snr=1_7_7_240_150_6
5099,2021-03-26,Adeptus Titanicus: Dominus,40.0,15.0,https://store.steampowered.com/app/853140/Adeptus_Titanicus_Dominus/?snr=1_7_7_240_150_6
5100,2021-03-26,Heart of Enya,94.0,17.0,https://store.steampowered.com/app/1543970/Heart_of_Enya/?snr=1_7_7_240_150_6
5101,2021-03-26,Blocky Ball,86.0,37.0,https://store.steampowered.com/app/1343040/Blocky_Ball/?snr=1_7_7_240_150_6
5102,2021-03-26,Spacebase Startopia,62.0,196.0,https://store.steampowered.com/app/840390/Spacebase_Startopia/?snr=1_7_7_240_150_6
5103,2021-03-26,Out of the Park Baseball 22,80.0,495.0,https://store.steampowered.com/app/1455660/Out_of_the_Park_Baseball_22/?snr=1_7_7_240_150_6
5104,2021-03-26,守卫魔兽-Guardian of Warcraft,,,https://store.steampowered.com/app/1533560/Guardian_of_Warcraft/?snr=1_7_7_240_150_1
5105,2021-03-26,Cosmic Magus,,,https://store.steampowered.com/app/1451570/Cosmic_Magus/?snr=1_7_7_240_150_4
5106,2021-03-26,CyberGrid: Tower defense,,,https://store.steampowered.com/app/1563710/CyberGrid_Tower_defense/?snr=1_7_7_240_150_6
5107,2021-03-26,Childhood Fears,,,https://store.steampowered.com/app/1563550/Childhood_Fears/?snr=1_7_7_240_150_6
5108,2021-03-26,Tabletop Simulator - Rise of Tribes,,,https://store.steampowered.com/app/610709/Tabletop_Simulator__Rise_of_Tribes/?snr=1_7_7_240_150_6
5109,2021-03-26,Omniblast - Weekly Omnifrags,,,https://store.steampowered.com/app/1553020/Omniblast__Weekly_Omnifrags/?snr=1_7_7_240_150_6
5110,2021-03-26,Revhead - Convertible Pack,,,https://store.steampowered.com/app/1586180/Revhead__Convertible_Pack/?snr=1_7_7_240_150_6
5111,2021-03-26,Pixel Puzzles Illustrations & Anime - Jigsaw Pack: Dark Sided,,,https://store.steampowered.com/app/1534121/Pixel_Puzzles_Illustrations__Anime__Jigsaw_Pack_Dark_Sided/?snr=1_7_7_240_150_6
5112,2021-03-26,守卫魔兽-Guardian of Warcraft,,,https://store.steampowered.com/app/1533560/Guardian_of_Warcraft/?snr=1_7_7_240_150_6
5113,2021-03-27,Sliko,100.0,17.0,https://store.steampowered.com/app/1532260/Sliko/?snr=1_7_7_240_150_6
5114,2021-03-27,Incremental Epic Hero - IEH2 Support Pack,,,https://store.steampowered.com/app/1580930/Incremental_Epic_Hero__IEH2_Support_Pack/?snr=1_7_7_240_150_6
5115,2021-03-27,Aether Way,,,https://store.steampowered.com/app/1003760/Aether_Way/?snr=1_7_7_240_150_6
5116,2021-03-27,Aether Way,,,https://store.steampowered.com/app/1003760/Aether_Way/?snr=1_7_7_240_150_42
5117,2021-03-29,Dungeon Slime 2: Puzzle in the Dark Forest,96.0,28.0,https://store.steampowered.com/app/1542860/Dungeon_Slime_2_Puzzle_in_the_Dark_Forest/?snr=1_7_7_240_150_6
5118,2021-03-29,Pro Wrestling Sim,97.0,37.0,https://store.steampowered.com/app/1157700/Pro_Wrestling_Sim/?snr=1_7_7_240_150_6
5119,2021-03-29,Biphase,98.0,82.0,https://store.steampowered.com/app/1541830/Biphase/?snr=1_7_7_240_150_6
5120,2021-03-29,Black Powder Red Earth®,93.0,86.0,https://store.steampowered.com/app/988490/Black_Powder_Red_Earth/?snr=1_7_7_240_150_6
5121,2021-03-29,Industry Idle,86.0,206.0,https://store.steampowered.com/app/1574000/Industry_Idle/?snr=1_7_7_240_150_6
5122,2021-03-29,Conquer The Universe,,,https://store.steampowered.com/app/1537030/Conquer_The_Universe/?snr=1_7_7_240_150_6
5123,2021-03-29,Legend Of Maratha Warriors,,,https://store.steampowered.com/app/1576570/Legend_Of_Maratha_Warriors/?snr=1_7_7_240_150_6
5124,2021-03-29,What's Wrong With You?,,,https://store.steampowered.com/app/1499230/Whats_Wrong_With_You/?snr=1_7_7_240_150_6
5125,2021-03-29,Knights of Grumthorr 2,,,https://store.steampowered.com/app/1577410/Knights_of_Grumthorr_2/?snr=1_7_7_240_150_6
5137,2021-03-30,GolfTopia,100.0,15.0,https://store.steampowered.com/app/1144020/GolfTopia/?snr=1_7_7_240_150_5
5138,2021-03-30,"Shachibato! President, It's Time for Battle! Maju Wars",68.0,19.0,https://store.steampowered.com/app/1390600/Shachibato_President_Its_Time_for_Battle_Maju_Wars/?snr=1_7_7_240_150_5
5139,2021-03-30,AMazing TD,63.0,22.0,https://store.steampowered.com/app/1140030/AMazing_TD/?snr=1_7_7_240_150_5
5140,2021-03-30,Evil Genius 2: Season Pass,65.0,43.0,https://store.steampowered.com/app/1545860/Evil_Genius_2_Season_Pass/?snr=1_7_7_240_150_5
5141,2021-03-30,Planet Zoo: Southeast Asia Animal Pack,89.0,87.0,https://store.steampowered.com/app/1567110/Planet_Zoo_Southeast_Asia_Animal_Pack/?snr=1_7_7_240_150_6
5142,2021-03-30,Evil Genius 2: World Domination,63.0,5875.0,https://store.steampowered.com/app/700600/Evil_Genius_2_World_Domination/?snr=1_7_7_240_150_5
5143,2021-03-30,Shachibato! × Hyperdimension Neptunia Collaboration 1,,,https://store.steampowered.com/app/1418730/Shachibato__Hyperdimension_Neptunia_Collaboration_1/?snr=1_7_7_240_150_5
5144,2021-03-30,神秘世界 Mysterious world,,,https://store.steampowered.com/app/1574320/_Mysterious_world/?snr=1_7_7_240_150_5
5145,2021-03-30,"Shachibato! President, It's Time for Battle! Deluxe Contents",,,https://store.steampowered.com/app/1567660/Shachibato_President_Its_Time_for_Battle_Deluxe_Contents/?snr=1_7_7_240_150_5
5146,2021-03-30,Pixel Puzzles Traditional Jigsaws Pack: Variety Pack 3,,,https://store.steampowered.com/app/1176155/Pixel_Puzzles_Traditional_Jigsaws_Pack_Variety_Pack_3/?snr=1_7_7_240_150_5
5147,2021-03-30,Pixel Puzzles Traditional Jigsaws Pack: Cyberpunk,,,https://store.steampowered.com/app/1176185/Pixel_Puzzles_Traditional_Jigsaws_Pack_Cyberpunk/?snr=1_7_7_240_150_5
5148,2021-03-30,My Train Arrives - Big cities,,,https://store.steampowered.com/app/1572030/My_Train_Arrives__Big_cities/?snr=1_7_7_240_150_5
5149,2021-03-30,The Immortal,,,https://store.steampowered.com/app/1539080/The_Immortal/?snr=1_7_7_240_150_5
5150,2021-03-30,Attack of the Mutant Penguins,,,https://store.steampowered.com/app/1539090/Attack_of_the_Mutant_Penguins/?snr=1_7_7_240_150_5
5151,2021-03-30,Fantasy Grounds - The Secrets of Cats - A World of Adventure for Fate Core,,,https://store.steampowered.com/app/1578670/Fantasy_Grounds__The_Secrets_of_Cats__A_World_of_Adventure_for_Fate_Core/?snr=1_7_7_240_150_6
5152,2021-03-30,Fantasy Grounds - D66 Compendium 2,,,https://store.steampowered.com/app/1587980/Fantasy_Grounds__D66_Compendium_2/?snr=1_7_7_240_150_6
5153,2021-03-30,Fantasy Grounds - Behind the Claw,,,https://store.steampowered.com/app/1394000/Fantasy_Grounds__Behind_the_Claw/?snr=1_7_7_240_150_6
5154,2021-03-30,Fantasy Grounds - Aegis of Empires 3: When Comes the Moon (PFRPG),,,https://store.steampowered.com/app/1539480/Fantasy_Grounds__Aegis_of_Empires_3_When_Comes_the_Moon_PFRPG/?snr=1_7_7_240_150_6
5155,2021-03-30,Fantasy Grounds - Pathfinder RPG - Pathfinder Bounty #4: Cat's Cradle,,,https://store.steampowered.com/app/1480880/Fantasy_Grounds__Pathfinder_RPG__Pathfinder_Bounty_4_Cats_Cradle/?snr=1_7_7_240_150_6
5156,2021-03-30,Fantasy Grounds - Pathfinder 2 RPG - Pathfinder Bounty #3: Shadows and Scarecrows,,,https://store.steampowered.com/app/1586170/Fantasy_Grounds__Pathfinder_2_RPG__Pathfinder_Bounty_3_Shadows_and_Scarecrows/?snr=1_7_7_240_150_6
5157,2021-03-30,Fantasy Grounds - Pathfinder RPG - Pathfinder Bounty #2: Blood of the Beautiful,,,https://store.steampowered.com/app/1586140/Fantasy_Grounds__Pathfinder_RPG__Pathfinder_Bounty_2_Blood_of_the_Beautiful/?snr=1_7_7_240_150_6
5158,2021-03-30,Fantasy Grounds - Mini-Dungeons Bundle #041-045,,,https://store.steampowered.com/app/1584490/Fantasy_Grounds__MiniDungeons_Bundle_041045/?snr=1_7_7_240_150_6
5159,2021-03-30,Heroes & Generals - Essential Ribbon Booster Pack,,,https://store.steampowered.com/app/1569230/Heroes__Generals__Essential_Ribbon_Booster_Pack/?snr=1_7_7_240_150_6
5160,2021-03-31,Hellgate VR,24.0,25.0,https://store.steampowered.com/app/1576910/Hellgate_VR/?snr=1_7_7_240_150_5
5161,2021-03-31,Future Fortune,48.0,27.0,https://store.steampowered.com/app/1572380/Future_Fortune/?snr=1_7_7_240_150_5
5162,2021-03-31,a guard walks into a tavern,92.0,39.0,https://store.steampowered.com/app/1536470/a_guard_walks_into_a_tavern/?snr=1_7_7_240_150_4
5163,2021-03-31,Empire of Ember,70.0,47.0,https://store.steampowered.com/app/980640/Empire_of_Ember/?snr=1_7_7_240_150_5
5164,2021-03-31,Creatura,86.0,52.0,https://store.steampowered.com/app/781130/Creatura/?snr=1_7_7_240_150_5
5165,2021-03-31,Aircraft Carrier Survival: Prologue,75.0,566.0,https://store.steampowered.com/app/1493800/Aircraft_Carrier_Survival_Prologue/?snr=1_7_7_240_150_5
5166,2021-03-31,Goblins!,,,https://store.steampowered.com/app/1559370/Goblins/?snr=1_7_7_240_150_5
5167,2021-03-31,Debatto: Delivery Battle,,,https://store.steampowered.com/app/1483030/Debatto_Delivery_Battle/?snr=1_7_7_240_150_5
5168,2021-03-31,Apollyon: River of Life,,,https://store.steampowered.com/app/1472060/Apollyon_River_of_Life/?snr=1_7_7_240_150_5
5169,2021-03-31,Idle Champions - Cinnamon the Red Panda Familiar Pack,,,https://store.steampowered.com/app/1546855/Idle_Champions__Cinnamon_the_Red_Panda_Familiar_Pack/?snr=1_7_7_240_150_5
5170,2021-03-31,Stickman Clans,,,https://store.steampowered.com/app/1569210/Stickman_Clans/?snr=1_7_7_240_150_5
5171,2021-03-31,Idle Champions - Bubbles the Hollyphant Familiar Pack,,,https://store.steampowered.com/app/1546854/Idle_Champions__Bubbles_the_Hollyphant_Familiar_Pack/?snr=1_7_7_240_150_5
5172,2021-03-31,Giant Blobs From Mars,,,https://store.steampowered.com/app/1541670/Giant_Blobs_From_Mars/?snr=1_7_7_240_150_5
5173,2021-03-31,Eximius Exclusive Callsign Pack - Weapons of War,,,https://store.steampowered.com/app/1576310/Eximius_Exclusive_Callsign_Pack__Weapons_of_War/?snr=1_7_7_240_150_5
5174,2021-03-31,Eximius Exclusive Callsign Pack - The Unseen,,,https://store.steampowered.com/app/1576311/Eximius_Exclusive_Callsign_Pack__The_Unseen/?snr=1_7_7_240_150_5
5175,2021-03-31,REM Cycles,,,https://store.steampowered.com/app/1393950/REM_Cycles/?snr=1_7_7_240_150_5
5176,2021-03-31,Eximius Exclusive Callsign Pack - The Hardened,,,https://store.steampowered.com/app/1576312/Eximius_Exclusive_Callsign_Pack__The_Hardened/?snr=1_7_7_240_150_5
5177,2021-03-31,Drive Buy,,,https://store.steampowered.com/app/774211/Drive_Buy/?snr=1_7_7_240_150_5
5178,2021-03-31,Wildfire Swap,,,https://store.steampowered.com/app/1216030/Wildfire_Swap/?snr=1_7_7_240_150_5
5179,2021-03-31,Artillery Royale,,,https://store.steampowered.com/app/1474410/Artillery_Royale/?snr=1_7_7_240_150_5
5180,2021-03-31,先民的遗迹Relics of ancestors,,,https://store.steampowered.com/app/1564720/Relics_of_ancestors/?snr=1_7_7_240_150_5
5181,2021-03-31,匠人物语Craftsman story,,,https://store.steampowered.com/app/1280270/Craftsman_story/?snr=1_7_7_240_150_5
5182,2021-03-31,Insanium,,,https://store.steampowered.com/app/1565180/Insanium/?snr=1_7_7_240_150_5
5183,2021-03-31,Arkan Tower,,,https://store.steampowered.com/app/1577190/Arkan_Tower/?snr=1_7_7_240_150_5
5184,2021-03-31,Beat Reality,,,https://store.steampowered.com/app/1078570/Beat_Reality/?snr=1_7_7_240_150_16
5185,2021-03-31,Drive Buy,,,https://store.steampowered.com/app/774211/Drive_Buy/?snr=1_7_7_240_150_37
5241,2021-04-01,Conqueror 940 AD,66.0,15.0,https://store.steampowered.com/app/1358260/Conqueror_940_AD/?snr=1_7_7_240_150_5
5242,2021-04-01,Dee-6: Dice Defenders,77.0,18.0,https://store.steampowered.com/app/1426310/Dee6_Dice_Defenders/?snr=1_7_7_240_150_5
5243,2021-04-01,Dreamer,94.0,19.0,https://store.steampowered.com/app/1559700/Dreamer/?snr=1_7_7_240_150_5
5244,2021-04-01,Legends of Ellaria,19.0,21.0,https://store.steampowered.com/app/621070/Legends_of_Ellaria/?snr=1_7_7_240_150_5
5245,2021-04-01,yarne,100.0,21.0,https://store.steampowered.com/app/1548190/yarne/?snr=1_7_7_240_150_5
5246,2021-04-01,Spiritwish,36.0,25.0,https://store.steampowered.com/app/1499520/Spiritwish/?snr=1_7_7_240_150_5
5247,2021-04-01,下一站江湖Ⅰ,71.0,275.0,https://store.steampowered.com/app/1448260/_/?snr=1_7_7_240_150_5
5248,2021-04-01,Totally Accurate Battle Simulator,96.0,2887.0,https://store.steampowered.com/app/508440/Totally_Accurate_Battle_Simulator/?snr=1_7_7_240_150_5
5249,2021-04-01,Number Game:24 Points,,,https://store.steampowered.com/app/1547310/Number_Game24_Points/?snr=1_7_7_240_150_4
5250,2021-04-01,肉牛养殖计划,,,https://store.steampowered.com/app/1568900/_/?snr=1_7_7_240_150_5
5251,2021-04-01,Starcaller,,,https://store.steampowered.com/app/1538920/Starcaller/?snr=1_7_7_240_150_5
5252,2021-04-01,Jigsaw Puzzle Pack - Pixel Puzzles Ultimate: Variety Pack 16,,,https://store.steampowered.com/app/1088497/Jigsaw_Puzzle_Pack__Pixel_Puzzles_Ultimate_Variety_Pack_16/?snr=1_7_7_240_150_5
5253,2021-04-01,Rotego,,,https://store.steampowered.com/app/1575310/Rotego/?snr=1_7_7_240_150_5
5254,2021-04-01,Hexcross,,,https://store.steampowered.com/app/1148230/Hexcross/?snr=1_7_7_240_150_5
5255,2021-04-01,The Rebellion,,,https://store.steampowered.com/app/1361750/The_Rebellion/?snr=1_7_7_240_150_5
5256,2021-04-01,Super Jigsaw Puzzle: Generations - Fantasy,,,https://store.steampowered.com/app/1542230/Super_Jigsaw_Puzzle_Generations__Fantasy/?snr=1_7_7_240_150_5
5257,2021-04-01,Fantasy General II - Hero Edition Upgrade Pack,,,https://store.steampowered.com/app/1158810/Fantasy_General_II__Hero_Edition_Upgrade_Pack/?snr=1_7_7_240_150_5
5258,2021-04-01,Superhero Recruitment Simulator,,,https://store.steampowered.com/app/1576770/Superhero_Recruitment_Simulator/?snr=1_7_7_240_150_5
5326,2021-04-02,Transporter Manager Tycoon,70.0,17.0,https://store.steampowered.com/app/1513580/Transporter_Manager_Tycoon/?snr=1_7_7_240_150_4
5327,2021-04-02,Element TD 2 - Multiplayer Tower Defense,90.0,306.0,https://store.steampowered.com/app/1018830/Element_TD_2__Multiplayer_Tower_Defense/?snr=1_7_7_240_150_5
5328,2021-04-02,Unite,,,https://store.steampowered.com/app/1573190/Unite/?snr=1_7_7_240_150_4
5329,2021-04-02,Unite,,,https://store.steampowered.com/app/1573190/Unite/?snr=1_7_7_240_150_4
5330,2021-04-02,Chesstle,,,https://store.steampowered.com/app/1401620/Chesstle/?snr=1_7_7_240_150_4
5331,2021-04-02,Spider-Robots War,,,https://store.steampowered.com/app/1577530/SpiderRobots_War/?snr=1_7_7_240_150_5
5332,2021-04-02,Guardians of Greyrock - Free Wallpaper Pack,,,https://store.steampowered.com/app/1424210/Guardians_of_Greyrock__Free_Wallpaper_Pack/?snr=1_7_7_240_150_5
5333,2021-04-02,Guardians of Greyrock - Dice Pack: Woodcraft Set,,,https://store.steampowered.com/app/1565411/Guardians_of_Greyrock__Dice_Pack_Woodcraft_Set/?snr=1_7_7_240_150_5
5334,2021-04-02,Guardians of Greyrock - Dice Pack: Variety Set,,,https://store.steampowered.com/app/1565410/Guardians_of_Greyrock__Dice_Pack_Variety_Set/?snr=1_7_7_240_150_5
5335,2021-04-02,Guardians of Greyrock - Dice Pack: Precious Metal Set,,,https://store.steampowered.com/app/1565416/Guardians_of_Greyrock__Dice_Pack_Precious_Metal_Set/?snr=1_7_7_240_150_5
5336,2021-04-02,Guardians of Greyrock - Dice Pack: Pearlescent Set,,,https://store.steampowered.com/app/1565415/Guardians_of_Greyrock__Dice_Pack_Pearlescent_Set/?snr=1_7_7_240_150_5
5337,2021-04-02,Guardians of Greyrock - Dice Pack: Numeral Set,,,https://store.steampowered.com/app/1565413/Guardians_of_Greyrock__Dice_Pack_Numeral_Set/?snr=1_7_7_240_150_5
5338,2021-04-02,Guardians of Greyrock - Dice Pack: Magick Set 03,,,https://store.steampowered.com/app/1565602/Guardians_of_Greyrock__Dice_Pack_Magick_Set_03/?snr=1_7_7_240_150_5
5339,2021-04-02,Guardians of Greyrock - Dice Pack: Magick Set 02,,,https://store.steampowered.com/app/1565601/Guardians_of_Greyrock__Dice_Pack_Magick_Set_02/?snr=1_7_7_240_150_5
5340,2021-04-02,Guardians of Greyrock - Dice Pack: Magick Set 01,,,https://store.steampowered.com/app/1565600/Guardians_of_Greyrock__Dice_Pack_Magick_Set_01/?snr=1_7_7_240_150_5
5341,2021-04-02,Guardians of Greyrock - Dice Pack: Dwarven Set,,,https://store.steampowered.com/app/1565414/Guardians_of_Greyrock__Dice_Pack_Dwarven_Set/?snr=1_7_7_240_150_5
5342,2021-04-02,Guardians of Greyrock - Dice Pack: Crude Set,,,https://store.steampowered.com/app/1565412/Guardians_of_Greyrock__Dice_Pack_Crude_Set/?snr=1_7_7_240_150_5
5343,2021-04-02,Guardians of Greyrock - Card Pack: Traps And Treasure,,,https://store.steampowered.com/app/1424216/Guardians_of_Greyrock__Card_Pack_Traps_And_Treasure/?snr=1_7_7_240_150_5
5344,2021-04-02,Guardians of Greyrock - Card Pack: The Dying Forest,,,https://store.steampowered.com/app/1424211/Guardians_of_Greyrock__Card_Pack_The_Dying_Forest/?snr=1_7_7_240_150_5
5345,2021-04-02,Guardians of Greyrock - Card Pack: Sunfall Vale,,,https://store.steampowered.com/app/1424215/Guardians_of_Greyrock__Card_Pack_Sunfall_Vale/?snr=1_7_7_240_150_5
5346,2021-04-02,Guardians of Greyrock - Card Pack: Illwater Marsh,,,https://store.steampowered.com/app/1424213/Guardians_of_Greyrock__Card_Pack_Illwater_Marsh/?snr=1_7_7_240_150_5
5347,2021-04-02,Guardians of Greyrock - Card Pack: Frozen Peak Pass,,,https://store.steampowered.com/app/1424214/Guardians_of_Greyrock__Card_Pack_Frozen_Peak_Pass/?snr=1_7_7_240_150_5
5348,2021-04-02,Guardians of Greyrock - Card Pack: Ancient Necropolis,,,https://store.steampowered.com/app/1424212/Guardians_of_Greyrock__Card_Pack_Ancient_Necropolis/?snr=1_7_7_240_150_5
5349,2021-04-02,Guardians of Greyrock,,,https://store.steampowered.com/app/1217550/Guardians_of_Greyrock/?snr=1_7_7_240_150_5
5350,2021-04-02,Fantasy Grounds - Pathfinder RPG - Pathfinder Bounty #6: The Road from Otari,,,https://store.steampowered.com/app/1586770/Fantasy_Grounds__Pathfinder_RPG__Pathfinder_Bounty_6_The_Road_from_Otari/?snr=1_7_7_240_150_5
5351,2021-04-02,Princess Daphne - New Game+,,,https://store.steampowered.com/app/1560190/Princess_Daphne__New_Game/?snr=1_7_7_240_150_5
5352,2021-04-02,Princess Daphne - Avalon,,,https://store.steampowered.com/app/1560192/Princess_Daphne__Avalon/?snr=1_7_7_240_150_5
5353,2021-04-02,Princess Daphne - Strategy Guide,,,https://store.steampowered.com/app/1560193/Princess_Daphne__Strategy_Guide/?snr=1_7_7_240_150_5
5354,2021-04-02,Pixel Puzzles Illustrations & Anime - Jigsaw Pack: Goblins,,,https://store.steampowered.com/app/1577785/Pixel_Puzzles_Illustrations__Anime__Jigsaw_Pack_Goblins/?snr=1_7_7_240_150_5
5355,2021-04-02,John Christian,,,https://store.steampowered.com/app/1552960/John_Christian/?snr=1_7_7_240_150_5
5356,2021-04-02,Inheritors2078,,,https://store.steampowered.com/app/1417320/Inheritors2078/?snr=1_7_7_240_150_5
5357,2021-04-02,末日血战,,,https://store.steampowered.com/app/1508730/_/?snr=1_7_7_240_150_5
5457,2021-04-03,LONER,75.0,28.0,https://store.steampowered.com/app/1566490/LONER/?snr=1_7_7_240_150_4
5458,2021-04-03,Weed Shop 3,90.0,188.0,https://store.steampowered.com/app/1182110/Weed_Shop_3/?snr=1_7_7_240_150_4
5459,2021-04-03,POPOP!,,,https://store.steampowered.com/app/1583060/POPOP/?snr=1_7_7_240_150_4
5476,2021-04-04,Mariuccha Alchemy Queen,,,https://store.steampowered.com/app/1542010/Mariuccha_Alchemy_Queen/?snr=1_7_7_240_150_3
5477,2021-04-04,MultiDimensional 4-in-a-row,,,https://store.steampowered.com/app/1539040/MultiDimensional_4inarow/?snr=1_7_7_240_150_4
5478,2021-04-05,Spirit Island - Branch & Claw,100.0,12.0,https://store.steampowered.com/app/1516480/Spirit_Island__Branch__Claw/?snr=1_7_7_240_150_4
5479,2021-04-05,Hextones,100.0,35.0,https://store.steampowered.com/app/1570750/Hextones/?snr=1_7_7_240_150_4
5480,2021-04-05,Angel Legion-DLC Sweetie Kitty,,,https://store.steampowered.com/app/1568990/Angel_LegionDLC_Sweetie_Kitty/?snr=1_7_7_240_150_4
5481,2021-04-05,FPS Tactics,,,https://store.steampowered.com/app/1576790/FPS_Tactics/?snr=1_7_7_240_150_4
5482,2021-04-05,Super Jigsaw Puzzle: Generations - Second Anniversary,,,https://store.steampowered.com/app/1542310/Super_Jigsaw_Puzzle_Generations__Second_Anniversary/?snr=1_7_7_240_150_4
5483,2021-04-06,Magicians' Legacy: Prologue,82.0,17.0,https://store.steampowered.com/app/1448520/Magicians_Legacy_Prologue/?snr=1_7_7_240_150_4
5484,2021-04-06,Ladder Box,,,https://store.steampowered.com/app/1444390/Ladder_Box/?snr=1_7_7_240_150_4
5485,2021-04-06,Fantasy Grounds - Dungeon Crawl Classics #82.5: Dragora's Dungeon,,,https://store.steampowered.com/app/1590300/Fantasy_Grounds__Dungeon_Crawl_Classics_825_Dragoras_Dungeon/?snr=1_7_7_240_150_4
5486,2021-04-06,Fantasy Grounds - Starfinder RPG - Adventure Path #36: Professional Courtesy (Fly Free or Die 3 of 6),,,https://store.steampowered.com/app/1582220/Fantasy_Grounds__Starfinder_RPG__Adventure_Path_36_Professional_Courtesy_Fly_Free_or_Die_3_of_6/?snr=1_7_7_240_150_4
5487,2021-04-06,Fantasy Grounds - Aegis of Empires 3: When Comes the Moon,,,https://store.steampowered.com/app/1539490/Fantasy_Grounds__Aegis_of_Empires_3_When_Comes_the_Moon/?snr=1_7_7_240_150_4
5488,2021-04-06,Fantasy Grounds - Pathfinder 2 RPG - Pathfinder Society Scenario #2-05: Balancing the Scales,,,https://store.steampowered.com/app/1592030/Fantasy_Grounds__Pathfinder_2_RPG__Pathfinder_Society_Scenario_205_Balancing_the_Scales/?snr=1_7_7_240_150_4
5489,2021-04-06,Battle In The City,,,https://store.steampowered.com/app/1573760/Battle_In_The_City/?snr=1_7_7_240_150_4
5490,2021-04-06,Tower!3D - ZBAD airport,,,https://store.steampowered.com/app/1562960/Tower3D__ZBAD_airport/?snr=1_7_7_240_150_4
5491,2021-04-06,Tower!3D Pro - ZBAD airport,,,https://store.steampowered.com/app/1562950/Tower3D_Pro__ZBAD_airport/?snr=1_7_7_240_150_4
5492,2021-04-06,Dungen,,,https://store.steampowered.com/app/1540740/Dungen/?snr=1_7_7_240_150_4
5493,2021-04-06,Magicians Legacy: Prologue - Artbook,,,https://store.steampowered.com/app/1573230/Magicians_Legacy_Prologue__Artbook/?snr=1_7_7_240_150_7
5494,2021-04-07,A Game Of Thrones - A Dance With Dragons,54.0,24.0,https://store.steampowered.com/app/1416390/A_Game_Of_Thrones__A_Dance_With_Dragons/?snr=1_7_7_240_150_4
5495,2021-04-07,Quinterra,82.0,28.0,https://store.steampowered.com/app/1414770/Quinterra/?snr=1_7_7_240_150_4
5496,2021-04-07,Ultimate Admiral: Age of Sail,80.0,957.0,https://store.steampowered.com/app/1069650/Ultimate_Admiral_Age_of_Sail/?snr=1_7_7_240_150_4
5497,2021-04-07,CrateTastrophe,,,https://store.steampowered.com/app/1578920/CrateTastrophe/?snr=1_7_7_240_150_3
5498,2021-04-07,Trial Of Destiny,,,https://store.steampowered.com/app/1141860/Trial_Of_Destiny/?snr=1_7_7_240_150_4
5499,2021-04-07,Void Surfer,,,https://store.steampowered.com/app/1579690/Void_Surfer/?snr=1_7_7_240_150_4
5500,2021-04-07,CrateTastrophe,,,https://store.steampowered.com/app/1578920/CrateTastrophe/?snr=1_7_7_240_150_4
5501,2021-04-07,Tactical Battle Chronicles: Prelude to a War,,,https://store.steampowered.com/app/1579250/Tactical_Battle_Chronicles_Prelude_to_a_War/?snr=1_7_7_240_150_4
5502,2021-04-07,Secrets of Egypt,,,https://store.steampowered.com/app/1585160/Secrets_of_Egypt/?snr=1_7_7_240_150_4
5503,2021-04-07,CorePiercer,,,https://store.steampowered.com/app/1585230/CorePiercer/?snr=1_7_7_240_150_4
5504,2021-04-08,Strike Team Gladius,92.0,14.0,https://store.steampowered.com/app/1360600/Strike_Team_Gladius/?snr=1_7_7_240_150_4
5505,2021-04-08,Kingslayer: The First Assassin,100.0,29.0,https://store.steampowered.com/app/1490490/Kingslayer_The_First_Assassin/?snr=1_7_7_240_150_4
5506,2021-04-08,First Feudal,66.0,36.0,https://store.steampowered.com/app/733460/First_Feudal/?snr=1_7_7_240_150_4
